fecha,tienda_id,tienda,ciudad,producto_id,producto,categoria,unidades_vendidas,precio_unitario,ingresos,stock_actual
2025-08-30,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,57,1.35,76.95,134
2025-08-30,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,38,2.1,63.84,90
2025-08-30,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,55,2.05,112.75,141
2025-08-30,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,40,2.3,92.0,108
2025-08-30,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,42,6.8,214.2,48
2025-08-30,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,30,3.1,93.0,50
2025-08-30,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,7,6.5,45.5,9
2025-08-30,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,7,2.95,20.65,17
2025-08-30,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,89,0.75,66.75,240
2025-08-30,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,92,1.65,151.8,251
2025-08-30,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,62,1.05,65.1,140
2025-08-30,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,50,2.2,93.5,122
2025-08-30,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,50,1.35,67.5,61
2025-08-30,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,40,2.1,67.2,101
2025-08-30,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,53,2.05,108.65,72
2025-08-30,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,27,2.3,62.1,42
2025-08-30,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,41,6.8,209.1,45
2025-08-30,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,31,3.1,96.1,53
2025-08-30,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,5,6.5,32.5,9
2025-08-30,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,7,2.95,20.65,15
2025-08-30,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,72,0.75,54.0,134
2025-08-30,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,71,1.65,117.15,58
2025-08-30,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,58,1.05,60.9,138
2025-08-30,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,47,2.2,87.89,62
2025-08-30,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,49,1.35,66.15,52
2025-08-30,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,28,2.1,47.04,72
2025-08-30,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,39,2.05,79.95,94
2025-08-30,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,35,2.3,80.5,68
2025-08-30,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,48,6.8,244.8,79
2025-08-30,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,19,3.1,58.9,22
2025-08-30,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,5,6.5,32.5,10
2025-08-30,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,5,2.95,14.75,6
2025-08-30,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,64,0.75,48.0,94
2025-08-30,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,61,1.65,100.65,110
2025-08-30,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,54,1.05,56.7,66
2025-08-30,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,42,2.2,78.54,101
2025-08-30,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,29,1.35,39.15,40
2025-08-30,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,37,2.1,62.16,89
2025-08-30,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,42,2.05,86.1,103
2025-08-30,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,25,2.3,57.5,62
2025-08-30,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,33,6.8,168.3,53
2025-08-30,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,26,3.1,80.6,59
2025-08-30,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,5,6.5,32.5,7
2025-08-30,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,5,2.95,14.75,10
2025-08-30,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,77,0.75,57.75,155
2025-08-30,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,57,1.65,94.05,147
2025-08-30,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,70,1.05,73.5,96
2025-08-30,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,40,2.2,74.8,34
2025-08-30,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,40,1.35,54.0,107
2025-08-30,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,25,2.1,42.0,51
2025-08-30,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,37,2.05,75.85,102
2025-08-30,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,38,2.3,87.4,79
2025-08-30,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,39,6.8,198.9,39
2025-08-30,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,26,3.1,80.6,51
2025-08-30,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,5,6.5,32.5,11
2025-08-30,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,6,2.95,17.7,12
2025-08-31,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,79,0.75,59.25,64
2025-08-31,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,58,1.65,95.7,111
2025-08-31,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,47,1.05,49.35,128
2025-08-31,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,29,2.2,63.8,78
2025-08-31,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,46,1.35,62.1,95
2025-08-31,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,30,2.1,63.0,70
2025-08-31,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,52,2.05,106.6,52
2025-08-31,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,36,2.3,82.8,78
2025-08-31,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,32,6.8,217.6,57
2025-08-31,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,24,3.1,74.4,25
2025-08-31,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,6,6.5,39.0,10
2025-08-31,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,5,2.95,14.75,11
2025-08-31,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,60,0.75,45.0,150
2025-08-31,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,72,1.65,118.8,122
2025-08-31,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,43,1.05,45.15,81
2025-08-31,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,30,2.2,66.0,47
2025-08-31,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,42,1.35,56.7,68
2025-08-31,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,22,2.1,46.2,58
2025-08-31,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,39,2.05,79.95,73
2025-08-31,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,29,2.3,66.7,56
2025-08-31,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,27,6.8,183.6,73
2025-08-31,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,17,3.1,52.7,16
2025-08-31,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,4,6.5,26.0,11
2025-08-31,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,6,2.95,17.7,16
2025-08-31,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,81,0.75,60.75,160
2025-08-31,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,60,1.65,99.0,64
2025-08-31,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,44,1.05,46.2,71
2025-08-31,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,31,2.2,68.2,35
2025-08-31,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,35,1.35,47.25,47
2025-08-31,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,21,2.1,44.1,41
2025-08-31,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,36,2.05,73.8,71
2025-08-31,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,30,2.3,69.0,26
2025-08-31,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,26,6.8,176.8,70
2025-08-31,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,21,3.1,65.1,33
2025-08-31,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,4,6.5,26.0,6
2025-08-31,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,5,2.95,14.75,5
2025-08-31,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,51,0.75,38.25,61
2025-08-31,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,41,1.65,67.65,111
2025-08-31,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,42,1.05,44.1,92
2025-08-31,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,24,2.2,52.8,39
2025-08-31,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,37,1.35,49.95,100
2025-08-31,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,18,2.1,37.8,35
2025-08-31,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,23,2.05,47.15,26
2025-08-31,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,26,2.3,59.8,58
2025-08-31,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,23,6.8,156.4,56
2025-08-31,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,16,3.1,49.6,43
2025-08-31,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,4,6.5,26.0,11
2025-08-31,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,4,2.95,11.8,8
2025-08-31,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,69,0.75,51.75,191
2025-08-31,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,60,1.65,99.0,120
2025-08-31,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,47,1.05,49.35,70
2025-08-31,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,31,2.2,68.2,56
2025-08-31,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,36,1.35,48.6,32
2025-08-31,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,23,2.1,48.3,20
2025-08-31,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,38,2.05,77.9,84
2025-08-31,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,30,2.3,69.0,53
2025-08-31,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,27,6.8,183.6,46
2025-08-31,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,14,3.1,43.4,18
2025-08-31,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,4,6.5,26.0,10
2025-08-31,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,4,2.95,11.8,5
2025-09-01,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,119,0.75,89.25,103
2025-09-01,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,70,1.65,115.5,87
2025-09-01,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,50,1.05,52.5,52
2025-09-01,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,31,2.2,68.2,31
2025-09-01,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,42,1.35,56.7,59
2025-09-01,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,28,2.1,58.8,33
2025-09-01,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,34,2.05,69.7,84
2025-09-01,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,32,2.3,73.6,45
2025-09-01,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,38,6.8,258.4,53
2025-09-01,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,22,3.1,68.2,52
2025-09-01,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,5,6.5,32.5,13
2025-09-01,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,7,2.95,20.65,9
2025-09-01,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,85,0.75,63.75,151
2025-09-01,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,63,1.65,103.95,133
2025-09-01,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,61,1.05,64.05,89
2025-09-01,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,38,2.2,83.6,99
2025-09-01,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,37,1.35,49.95,36
2025-09-01,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,28,2.1,58.8,58
2025-09-01,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,35,2.05,71.75,85
2025-09-01,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,36,2.3,82.8,46
2025-09-01,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,22,6.8,149.6,22
2025-09-01,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,23,3.1,71.3,38
2025-09-01,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,4,6.5,26.0,9
2025-09-01,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,5,2.95,14.75,9
2025-09-01,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,77,0.75,57.75,77
2025-09-01,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,64,1.65,105.6,132
2025-09-01,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,41,1.05,43.05,51
2025-09-01,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,37,2.2,81.4,35
2025-09-01,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,42,1.35,56.7,45
2025-09-01,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,22,2.1,46.2,57
2025-09-01,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,34,2.05,69.7,69
2025-09-01,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,23,2.3,52.9,63
2025-09-01,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,29,6.8,197.2,78
2025-09-01,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,17,3.1,52.7,33
2025-09-01,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,4,6.5,26.0,11
2025-09-01,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,5,2.95,14.75,5
2025-09-01,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,67,0.75,50.25,170
2025-09-01,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,45,1.65,74.25,49
2025-09-01,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,44,1.05,46.2,112
2025-09-01,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,20,2.2,44.0,47
2025-09-01,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,35,1.35,47.25,70
2025-09-01,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,25,2.1,52.5,63
2025-09-01,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,32,2.05,65.6,66
2025-09-01,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,26,2.3,59.8,48
2025-09-01,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,26,6.8,176.8,28
2025-09-01,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,20,3.1,62.0,54
2025-09-01,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,4,6.5,26.0,7
2025-09-01,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,4,2.95,11.8,7
2025-09-01,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,88,0.75,66.0,172
2025-09-01,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,64,1.65,105.6,84
2025-09-01,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,49,1.05,51.45,128
2025-09-01,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,34,2.2,74.8,67
2025-09-01,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,38,1.35,51.3,52
2025-09-01,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,22,2.1,46.2,41
2025-09-01,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,34,2.05,69.7,74
2025-09-01,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,28,2.3,64.4,70
2025-09-01,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,24,6.8,163.2,36
2025-09-01,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,19,3.1,58.9,26
2025-09-01,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,4,6.5,26.0,4
2025-09-01,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,6,2.95,17.7,10
2025-09-02,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,120,0.75,76.5,239
2025-09-02,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,69,1.65,113.85,172
2025-09-02,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,90,1.05,70.88,217
2025-09-02,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,35,2.2,77.0,38
2025-09-02,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,43,1.35,58.05,100
2025-09-02,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,26,2.1,54.6,47
2025-09-02,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,40,2.05,82.0,73
2025-09-02,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,39,2.3,89.7,62
2025-09-02,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,31,6.8,210.8,66
2025-09-02,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,23,3.1,71.3,60
2025-09-02,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,5,6.5,32.5,6
2025-09-02,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,5,2.95,14.75,10
2025-09-02,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,111,0.75,70.76,231
2025-09-02,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,77,1.65,127.05,209
2025-09-02,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,81,1.05,63.79,95
2025-09-02,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,36,2.2,79.2,65
2025-09-02,T02,SuperFresh Norte,Sevilla,P005,Pan de molde,Panaderia,42,1.35,56.7,37
2025-09-02,T02,SuperFresh Norte,Sevilla,P006,Croissants bolsa,Panaderia,29,2.1,60.9,59
2025-09-02,T02,SuperFresh Norte,Sevilla,P007,Manzana golden kg,Fruta,31,2.05,63.55,86
2025-09-02,T02,SuperFresh Norte,Sevilla,P008,Tomate ensalada kg,Verdura,41,2.3,94.3,104
2025-09-02,T02,SuperFresh Norte,Sevilla,P009,Pechuga pollo kg,Carne,31,6.8,210.8,55
2025-09-02,T02,SuperFresh Norte,Sevilla,P010,Pizza congelada,Congelados,26,3.1,80.6,44
2025-09-02,T02,SuperFresh Norte,Sevilla,P011,Paraguas plegable,Bazar,4,6.5,26.0,3
2025-09-02,T02,SuperFresh Norte,Sevilla,P012,Turron chocolate,Dulces,6,2.95,17.7,6
2025-09-02,T03,SuperFresh Costa,Almeria,P001,Agua mineral 1.5L,Bebidas,93,0.75,59.29,154
2025-09-02,T03,SuperFresh Costa,Almeria,P002,Refresco cola 2L,Bebidas,66,1.65,108.9,170
2025-09-02,T03,SuperFresh Costa,Almeria,P003,Leche entera 1L,Lacteos,65,1.05,51.19,55
2025-09-02,T03,SuperFresh Costa,Almeria,P004,Yogur natural pack,Lacteos,36,2.2,79.2,81
2025-09-02,T03,SuperFresh Costa,Almeria,P005,Pan de molde,Panaderia,42,1.35,56.7,83
2025-09-02,T03,SuperFresh Costa,Almeria,P006,Croissants bolsa,Panaderia,26,2.1,54.6,71
2025-09-02,T03,SuperFresh Costa,Almeria,P007,Manzana golden kg,Fruta,28,2.05,57.4,25
2025-09-02,T03,SuperFresh Costa,Almeria,P008,Tomate ensalada kg,Verdura,32,2.3,73.6,70
2025-09-02,T03,SuperFresh Costa,Almeria,P009,Pechuga pollo kg,Carne,22,6.8,149.6,54
2025-09-02,T03,SuperFresh Costa,Almeria,P010,Pizza congelada,Congelados,25,3.1,77.5,36
2025-09-02,T03,SuperFresh Costa,Almeria,P011,Paraguas plegable,Bazar,4,6.5,26.0,8
2025-09-02,T03,SuperFresh Costa,Almeria,P012,Turron chocolate,Dulces,6,2.95,17.7,11
2025-09-02,T04,SuperFresh Sierra,Granada,P001,Agua mineral 1.5L,Bebidas,87,0.75,55.46,212
2025-09-02,T04,SuperFresh Sierra,Granada,P002,Refresco cola 2L,Bebidas,46,1.65,75.9,95
2025-09-02,T04,SuperFresh Sierra,Granada,P003,Leche entera 1L,Lacteos,51,1.05,40.16,68
2025-09-02,T04,SuperFresh Sierra,Granada,P004,Yogur natural pack,Lacteos,29,2.2,63.8,33
2025-09-02,T04,SuperFresh Sierra,Granada,P005,Pan de molde,Panaderia,37,1.35,49.95,37
2025-09-02,T04,SuperFresh Sierra,Granada,P006,Croissants bolsa,Panaderia,22,2.1,46.2,18
2025-09-02,T04,SuperFresh Sierra,Granada,P007,Manzana golden kg,Fruta,27,2.05,55.35,58
2025-09-02,T04,SuperFresh Sierra,Granada,P008,Tomate ensalada kg,Verdura,30,2.3,69.0,52
2025-09-02,T04,SuperFresh Sierra,Granada,P009,Pechuga pollo kg,Carne,25,6.8,170.0,56
2025-09-02,T04,SuperFresh Sierra,Granada,P010,Pizza congelada,Congelados,20,3.1,62.0,49
2025-09-02,T04,SuperFresh Sierra,Granada,P011,Paraguas plegable,Bazar,4,6.5,26.0,5
2025-09-02,T04,SuperFresh Sierra,Granada,P012,Turron chocolate,Dulces,5,2.95,14.75,5
2025-09-02,T05,SuperFresh Sur,Cordoba,P001,Agua mineral 1.5L,Bebidas,72,0.75,45.9,106
2025-09-02,T05,SuperFresh Sur,Cordoba,P002,Refresco cola 2L,Bebidas,51,1.65,84.15,85
2025-09-02,T05,SuperFresh Sur,Cordoba,P003,Leche entera 1L,Lacteos,70,1.05,55.12,102
2025-09-02,T05,SuperFresh Sur,Cordoba,P004,Yogur natural pack,Lacteos,33,2.2,72.6,33
2025-09-02,T05,SuperFresh Sur,Cordoba,P005,Pan de molde,Panaderia,42,1.35,56.7,97
2025-09-02,T05,SuperFresh Sur,Cordoba,P006,Croissants bolsa,Panaderia,21,2.1,44.1,26
2025-09-02,T05,SuperFresh Sur,Cordoba,P007,Manzana golden kg,Fruta,36,2.05,73.8,88
2025-09-02,T05,SuperFresh Sur,Cordoba,P008,Tomate ensalada kg,Verdura,25,2.3,57.5,58
2025-09-02,T05,SuperFresh Sur,Cordoba,P009,Pechuga pollo kg,Carne,21,6.8,142.8,47
2025-09-02,T05,SuperFresh Sur,Cordoba,P010,Pizza congelada,Congelados,20,3.1,62.0,38
2025-09-02,T05,SuperFresh Sur,Cordoba,P011,Paraguas plegable,Bazar,5,6.5,32.5,6
2025-09-02,T05,SuperFresh Sur,Cordoba,P012,Turron chocolate,Dulces,5,2.95,14.75,11
2025-09-03,T01,SuperFresh Centro,Malaga,P001,Agua mineral 1.5L,Bebidas,121,0.75,90.75,315
2025-09-03,T01,SuperFresh Centro,Malaga,P002,Refresco cola 2L,Bebidas,106,1.65,131.17,222
2025-09-03,T01,SuperFresh Centro,Malaga,P003,Leche entera 1L,Lacteos,64,1.05,67.2,54
2025-09-03,T01,SuperFresh Centro,Malaga,P004,Yogur natural pack,Lacteos,49,2.2,107.8,59
2025-09-03,T01,SuperFresh Centro,Malaga,P005,Pan de molde,Panaderia,53,1.35,71.55,147
2025-09-03,T01,SuperFresh Centro,Malaga,P006,Croissants bolsa,Panaderia,29,2.1,60.9,71
2025-09-03,T01,SuperFresh Centro,Malaga,P007,Manzana golden kg,Fruta,35,2.05,71.75,66
2025-09-03,T01,SuperFresh Centro,Malaga,P008,Tomate ensalada kg,Verdura,30,2.3,69.0,32
2025-09-03,T01,SuperFresh Centro,Malaga,P009,Pechuga pollo kg,Carne,31,6.8,210.8,49
2025-09-03,T01,SuperFresh Centro,Malaga,P010,Pizza congelada,Congelados,23,3.1,71.3,42
2025-09-03,T01,SuperFresh Centro,Malaga,P011,Paraguas plegable,Bazar,6,6.5,35.1,10
2025-09-03,T01,SuperFresh Centro,Malaga,P012,Turron chocolate,Dulces,6,2.95,17.7,11
2025-09-03,T02,SuperFresh Norte,Sevilla,P001,Agua mineral 1.5L,Bebidas,102,0.75,76.5,121
2025-09-03,T02,SuperFresh Norte,Sevilla,P002,Refresco cola 2L,Bebidas,77,1.65,95.29,171
2025-09-03,T02,SuperFresh Norte,Sevilla,P003,Leche entera 1L,Lacteos,47,1.05,49.35,82
2025-09-03,T02,SuperFresh Norte,Sevilla,P004,Yogur natural pack,Lacteos,38,2.2,83.6,40
